run_id,frame_id,timestamp,joint,x_norm,y_norm,z_norm,x_px,y_px,confidence
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,nose,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,left_shoulder,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,right_shoulder,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,left_elbow,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,right_elbow,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,left_wrist,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,right_wrist,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,left_hip,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,right_hip,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,left_knee,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,right_knee,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,left_ankle,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,right_ankle,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,left_heel,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,right_heel,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,left_foot_index,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,0,0.0,right_foot_index,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,1,0.03333333333333333,nose,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,1,0.03333333333333333,left_shoulder,0.5,0.5,0.0,540.0,960.0,0.5
bfa33ea4-cce2-475a-94ba-a9400c5113b3,1,0.03333333333333333,right_shoulder,0.5,0.5,0.0,540.0,960.0,0.5
