frame_id,timestamp,knee_angle,elbow_angle,wrist_angle,confidence_knee,confidence_elbow,confidence_wrist,hip_y_smooth,wrist_y_smooth
0,0.0,,57.728061451652444,102.87623485156128,0.28767997,0.40569782,0.40569782,0.6526763341428569,0.649948541285714
3,0.1,,75.08288046798693,118.47747201745469,0.28453636,0.39958578,0.39958578,0.6403510448571426,0.6492413455714282
6,0.2,,113.67671758456463,150.89045159015782,0.263744,0.42990336,0.42990336,0.6319735912857141,0.6857357198571425
9,0.3,44.28308804782781,78.3446328186327,149.90452339215577,0.30452627,0.46545273,0.46545273,0.6320070041428568,0.7071880468571425
12,0.4,69.47672179186178,123.89614769893684,124.95829507168234,0.30080384,0.45590428,0.45590428,0.6205455809999998,0.6581406879999997
15,0.5,,144.201791363513,104.14182820296934,0.29053998,0.42884114,0.42884114,0.6035784702857139,0.5856322699999996
18,0.6,109.22101825643261,133.8298844941968,104.53274820163779,0.32167315,0.40180564,0.40180564,0.586188626285714,0.5640958265714282
21,0.7,132.7087517829014,101.24452323927619,112.91288268709515,0.3627721,0.4068492,0.4068492,0.5758526594285711,0.5735089287142854
24,0.8,147.23924704315783,102.52330315659405,117.58964032084121,0.42296636,0.43103012,0.43103012,0.5727394208571426,0.5745210431428569
27,0.9,148.85700665593356,108.80259498075411,131.34045758286953,0.47849146,0.47719222,0.47719222,0.5699086544285712,0.5732721532857139
30,1.0,146.60146801589548,112.16760120962095,136.74485848498063,0.5297007,0.5011677,0.5011677,0.5660450389999997,0.5720500335714283
33,1.1,147.98096960786074,120.98594642080907,134.23526982183785,0.57451123,0.49318746,0.49318746,0.5634924279999998,0.5700932641428569
36,1.2,149.51901004343344,121.57352500263394,131.8805182462217,0.6141791,0.46789345,0.46789345,0.5614536898571426,0.5672506375714282
39,1.3,144.61342273957632,115.53358300708652,130.99431176713733,0.6491818,0.4350354,0.4350354,0.5605493665714283,0.5661906001428567
42,1.4,139.9768553524636,87.81033558581088,126.78626008211289,0.6792888,0.41193536,0.41193536,0.5614277589999996,0.5667690355714283
45,1.5,133.42025440506535,59.03031203785803,116.53917653901763,0.7080736,0.3897584,0.3897584,0.5628815301428569,0.5675388864285711
48,1.6,122.38149238183665,48.08381266308711,110.68574963143872,0.7325828,0.3633729,0.3633729,0.5635236368571426,0.567013721285714
51,1.7,112.9627320913957,53.61918899987466,108.51821838234639,0.75369734,0.33538795,0.33538795,0.5632545389999997,0.5669787164285711
54,1.8,113.79607145131186,62.62840836487788,111.2447855701672,0.76582074,0.30806637,0.30806637,0.563313126285714,0.5651722538571426
57,1.9,122.78996832052907,,,0.76986015,0.28167856,0.28167856,0.5630387367142855,0.560971352285714
60,2.0,130.0306722136414,,,0.75868416,0.25764585,0.25764585,0.5625354342857141,0.5550805007142854
63,2.1,133.29458132547205,,,0.7282759,0.23508379,0.23508379,0.5618696727142853,0.551640187285714
66,2.2,137.13409141871477,,,0.6930251,0.21463306,0.21463306,0.5613443155714283,0.5502905044285711
69,2.3,142.11230590805175,,,0.6647027,0.19623752,0.19623752,0.560908564285714,0.550341327285714
72,2.4,151.5489622004668,,,0.62305003,0.179162,0.179162,0.5603124181428568,0.5496675955714283
75,2.5,159.45096413697408,,,0.5852467,0.16435216,0.16435216,0.5595307911428569,0.5470244448571426
78,2.6,165.13433539227154,,,0.554799,0.15407765,0.15407765,0.5587373909999998,0.541167022142857
81,2.7,165.35123234399663,,,0.5341363,0.14766425,0.14766425,0.5573436854285712,0.5346704857142855
84,2.8,162.60597554080192,,,0.5388077,0.14585973,0.14585973,0.5552428689999996,0.5320550787142855
87,2.9,159.98026582835297,,,0.54708457,0.14276376,0.14276376,0.5526049504285712,0.5329501617142853
90,3.0,158.46305260601866,,,0.54855317,0.14226961,0.14226961,0.5507423852857141,0.5337156514285711
93,3.1,157.68536785104953,,,0.5440996,0.14659876,0.14659876,0.5491350352857141,0.5325276134285712
96,3.2,157.9275696910555,,,0.53896004,0.14145742,0.14145742,0.5474853915714283,0.5303615785714283
99,3.3,158.09426943610595,,,0.53596723,0.13381863,0.13381863,0.5455030617142854,0.5279200737142855
102,3.4,156.13490568451437,,,0.537773,0.12776035,0.12776035,0.5440567145714283,0.5253059165714283
105,3.5,156.66838379168132,,,0.5402812,0.12046154,0.12046154,0.5432162678571426,0.5228534751428568
108,3.6,158.3296879206706,,,0.5268849,0.11531923,0.11531923,0.5432324028571426,0.5216913234285712
111,3.7,162.29871246660932,,,0.50598073,0.112076014,0.112076014,0.5435406814285711,0.521444097285714
114,3.8,162.00090895838815,,,0.48456714,0.112942964,0.112942964,0.5438579142857141,0.5213530379999998
117,3.9,158.12515526428425,,,0.48171598,0.11617827,0.11617827,0.5439973057142855,0.5204967494285713
120,4.0,151.81101979880503,,,0.47789794,0.11767112,0.11767112,0.5440851115714282,0.5195743529999999
123,4.1,143.57033602118082,,,0.4755799,0.1218003,0.1218003,0.5437195358571426,0.5188850025714282
126,4.2,137.62332901005797,,,0.45240712,0.11580055,0.11580055,0.5429026422857139,0.518554649285714
129,4.3,133.30313337872698,,,0.43045157,0.10930982,0.10930982,0.5417301825714282,0.5183438832857139
132,4.4,134.51074306404317,,,0.40554166,0.10257587,0.10257587,0.5405947439999996,0.5179224687142855
135,4.5,138.68475017396798,,,0.3950251,0.09698336,0.09698336,0.5397377561428569,0.5179446097142855
138,4.6,141.66186974229652,,,0.39180568,0.092300065,0.092300065,0.5391737201428569,0.5192212314285711
141,4.7,143.0015291715562,,,0.3915972,0.088990174,0.088990174,0.5384503701428569,0.5206300697142855
144,4.8,143.2840690891296,,,0.40812716,0.08594481,0.08594481,0.5379343391428568,0.5217694368571426
147,4.9,144.77143184691204,,,0.43321535,0.08329946,0.08329946,0.5377705834285712,0.5228016728571426
150,5.0,144.40143164602145,,,0.45935166,0.0809036,0.0809036,0.537759658285714,0.5243776097142855
153,5.1,143.78114990816474,,,0.49159148,0.07906565,0.07906565,0.5376930208571427,0.5252885608571426
156,5.2,142.47779260843774,,,0.51821977,0.07679759,0.07679759,0.5375900134285712,0.5254206028571426
159,5.3,144.75781503359102,,,0.54831535,0.07568564,0.07568564,0.5377503791428568,0.5261217727142855
162,5.4,147.10050279674576,,,0.57553005,0.075437695,0.075437695,0.5383662634285712,0.5275517098571425
165,5.5,148.64587206939052,,,0.60092634,0.07464567,0.07464567,0.5396256911428569,0.5286866308571425
168,5.6,148.67903527343353,,,0.62174046,0.07327821,0.07327821,0.5416576991428568,0.5284192832857141
171,5.7,150.87914595576322,,,0.63470286,0.07250956,0.07250956,0.5448117594285711,0.5283259308571426
